Ingame Name,Real Name,Current Team,Age,Total Kills,Headshot %,Total Deaths,K/D Ratio,Damage / Round,Greande Damage / Round,Maps Played,Rounds Played,Kills / Round,Assists / Round,Deaths / Round,Saved by Teammates / Round,Saved Teammates / Round,Rating,Role
LETN1,Nestor Tanić,TYLOO,30 years,19347,0.496,18183,1.06,72.8,3.6,1111,28880,0.67,0.13,0.63,0.1,0.1,1.02,AWPer
TENZKI,Jesper Plougmann,,28 years,27151,0.53,25818,1.05,76.8,4.4,1504,39564,0.69,0.14,0.65,0.09,0.1,1.02,Support
Jyo,Rassim Valijev,K23,28 years,23086,0.408,21922,1.05,75.2,5.6,1259,33762,0.68,0.13,0.65,0.1,0.09,1.08,AWPer
flamie,Egor Vasilyev,,25 years,31244,0.546,30047,1.04,74.3,3.9,1710,45289,0.69,0.14,0.66,0.09,0.09,1.02,Support
Spongey,Gabe Greiner,,23 years,14481,0.509,13464,1.08,71.3,4.4,843,21895,0.66,0.12,0.61,0.1,0.11,1.06,AWPer
fox,Ricardo Pacheco,,36 years,19461,0.321,18938,1.03,75.5,3.2,1058,27636,0.7,0.13,0.69,0.1,0.09,1.02,AWPer
n0thing,Jordan Gilbert,,32 years,14720,0.526,14236,1.03,74.9,5.0,813,21021,0.7,0.15,0.68,0.1,0.1,1.02,Support
FaNg,Justin Coakley,Complexity,20 years,13851,0.56,13339,1.04,75.8,3.9,757,19746,0.7,0.12,0.68,0.11,0.1,1.08,AWPer
roca,Daniel Gustaferri,,27 years,12336,0.514,12141,1.02,76.4,3.0,660,17324,0.71,0.13,0.7,0.1,0.11,1.02,AWPer
Tuurtle,Matheus Anhaia,MIBR,24 years,16497,0.556,15952,1.03,76.4,3.0,904,23758,0.69,0.14,0.67,0.11,0.11,1.08,Support
F1KU,Maciej Miklas,OG,19 years,13112,0.547,12843,1.02,76.8,4.9,700,19042,0.69,0.13,0.67,0.1,0.09,1.06,AWPer
mar,Martin Kuyumdjiev,,25 years,14217,0.483,13802,1.03,78.8,6.6,767,20359,0.7,0.14,0.68,0.1,0.1,1.08,Support
flickz,Sam Jones,,32 years,7997,0.483,7643,1.05,78.9,5.3,462,11642,0.69,0.16,0.66,0.08,0.08,1.08,Support
NBK-,Nathan Schmitt,Falcons,28 years,39379,0.539,38381,1.03,76.6,3.5,2177,57166,0.69,0.15,0.67,0.1,0.08,1.01,Support
sLowi,Olli Pitkänen,JANO,26 years,22674,0.521,22070,1.03,76.5,4.8,1223,32824,0.69,0.14,0.67,0.09,0.09,1.01,Support
Zyphon,Rasmus Nordfoss,Sprout,19 years,9612,0.511,9243,1.04,75.6,3.0,521,13872,0.69,0.12,0.67,0.09,0.11,1.07,AWPer
chrisJ,Chris de Jong,,32 years,31011,0.415,29926,1.04,70.1,3.3,1727,45400,0.68,0.11,0.66,0.1,0.08,1.01,AWPer
xCeeD,Jack Holiman,,22 years,8222,0.441,8049,1.02,75.4,3.1,457,11806,0.7,0.13,0.68,0.11,0.11,1.07,AWPer
iDk,Victor Torraca,TeamOne,24 years,17828,0.478,17190,1.04,77.6,4.8,992,25824,0.69,0.15,0.67,0.1,0.09,1.08,Support
Krad,Vladislav Kravchenko,forZe,24 years,24467,0.48700000000000004,23932,1.02,76.8,4.9,1326,35451,0.69,0.14,0.68,0.09,0.09,1.06,Support
Lekr0,Jonas Olofsson,,29 years,24167,0.516,23353,1.03,76.6,3.9,1308,34956,0.69,0.14,0.67,0.09,0.09,1.01,Support
b0RUP,Johannes Borup,Copenhagen Flames,23 years,27880,0.633,27325,1.02,73.3,4.7,1529,40686,0.69,0.12,0.67,0.1,0.1,1.01,AWPer
desi,Derek Branchen,,30 years,7826,0.515,7727,1.01,75.6,2.9,430,10986,0.71,0.13,0.7,0.09,0.1,1.01,AWPer
es3tag,Patrick Hansen,Ninjas in Pyjamas,27 years,24633,0.355,23816,1.03,75.9,5.1,1378,36090,0.68,0.15,0.66,0.1,0.1,1.01,Support
1962,Gabriel Sinopoli,,27 years,10818,0.537,10801,1.0,76.8,3.8,586,15244,0.71,0.13,0.71,0.11,0.1,1.07,AWPer
j3kie,Evgeniy Sergachev,IKLA,22 years,7593,0.634,7469,1.02,75.1,3.9,405,10932,0.69,0.11,0.68,0.08,0.08,1.05,AWPer
Xyp9x,Andreas Højsleth,Astralis,27 years,35688,0.41600000000000004,33492,1.07,74.4,6.1,2082,54426,0.66,0.16,0.62,0.09,0.09,1.01,Support
Plopski,Nicolas Gonzalez Zamora,GODSENT,20 years,19762,0.41700000000000004,18976,1.04,76.4,4.9,1083,28714,0.69,0.14,0.66,0.1,0.11,1.08,Support
EasTor,Rajohn Linato,,29 years,9077,0.285,8699,1.04,68.8,2.8,503,13375,0.68,0.09,0.65,0.1,0.1,1.01,
mitch,Mitch Semago,,26 years,14179,0.444,13547,1.05,76.8,4.0,807,20719,0.68,0.14,0.65,0.1,0.11,1.01,Support
yel,Gustavo Knittel,Paquetá,30 years,17177,0.305,16183,1.06,71.4,3.1,986,25612,0.67,0.11,0.63,0.09,0.09,1.01,AWPer
roseau,Baskoro Dwi Putra,,29 years,7505,0.40299999999999997,7421,1.01,77.8,3.0,418,10537,0.71,0.15,0.7,0.11,0.11,1.01,Support
Maikelele,Mikail Bill,,31 years,18983,0.37,18042,1.05,73.3,4.8,1075,28357,0.67,0.14,0.64,0.09,0.09,1.01,Support
stadodo,Renato Gonçalves,FTW,26 years,15576,0.395,14842,1.05,73.5,5.6,874,23129,0.67,0.13,0.64,0.09,0.09,1.08,AWPer
Noobster,Andy Zhang,,26 years,8741,0.345,8534,1.02,73.2,4.0,495,12785,0.68,0.12,0.67,0.09,0.09,1.01,AWPer
Viva,Lifan Ran,,22 years,10605,0.46,10125,1.05,71.9,2.7,597,15834,0.67,0.12,0.64,0.1,0.11,1.06,AWPer
byali,Paweł Bieliński,,28 years,35932,0.517,34623,1.04,76.3,3.6,1957,51488,0.7,0.14,0.67,0.09,0.1,1.01,Support
tatazin,Alef Pereira,TropiCaos,28 years,14035,0.46299999999999997,13015,1.08,70.1,3.3,824,21596,0.65,0.11,0.6,0.08,0.09,1.05,Lurker
MisteM,Gareth Ries,ATK,21 years,8557,0.521,8472,1.01,75.2,4.6,477,12460,0.69,0.12,0.68,0.09,0.09,1.05,AWPer
obj,Francisco Ramos,,27 years,7278,0.316,6855,1.06,69.9,2.9,418,10936,0.67,0.11,0.63,0.09,0.09,1.01,AWPer
shokz,Kristjan Jakobson,ex-Finest,25 years,13339,0.537,12917,1.03,74.3,3.5,735,19722,0.68,0.12,0.65,0.08,0.09,1.06,AWPer
spyleadeR,Emiliyan Dimitrov,TENSTAR,33 years,16860,0.423,16777,1.0,81.0,4.6,900,23255,0.73,0.18,0.72,0.1,0.08,1.01,In-Game Leader
PlesseN,Niclas Plessen,,24 years,26698,0.544,26580,1.0,80.3,5.7,1405,37814,0.71,0.15,0.7,0.1,0.09,1.01,Support
SHOCK,Max Kvapil,SINNERS,22 years,16174,0.551,15641,1.03,73.0,3.6,895,24020,0.67,0.11,0.65,0.08,0.09,1.04,AWPer
kreaz,Rasmus Johansson,,24 years,14091,0.469,13506,1.04,75.6,4.5,782,20862,0.68,0.14,0.65,0.09,0.1,1.01,Support
Jinxx,Chris Moseley,,25 years,7171,0.527,6866,1.04,72.3,3.8,407,10684,0.67,0.12,0.64,0.1,0.13,1.04,AWPer
mirbit,Sabit Coktasar,Nordavind,26 years,15351,0.44,14425,1.06,73.5,5.7,866,23162,0.66,0.13,0.62,0.09,0.09,1.06,AWPer
hampus,Hampus Poser,Ninjas in Pyjamas,24 years,26383,0.40399999999999997,26188,1.01,79.7,4.4,1418,37698,0.7,0.15,0.69,0.08,0.08,1.01,Support
Norwi,Evgeny Ermolin,Aurora,21 years,8977,0.49200000000000005,8690,1.03,72.9,4.5,499,13412,0.67,0.12,0.65,0.1,0.1,1.05,AWPer
szejn,Hubert Światły,,21 years,10829,0.517,10650,1.02,76.5,3.9,590,15762,0.69,0.13,0.68,0.09,0.09,1.05,AWPer
Nodios,Magnus Olsen,Tricked,23 years,16537,0.54,15909,1.04,75.7,5.1,908,24413,0.68,0.13,0.65,0.1,0.11,1.01,AWPer
JDC,Jon de Castro,MOUZ,22 years,10476,0.51,10269,1.02,75.3,3.2,585,15354,0.68,0.12,0.67,0.1,0.1,1.05,AWPer
NENO,Anel Ceković,BLUEJAYS,29 years,12487,0.424,11965,1.04,74.6,4.6,707,18274,0.68,0.14,0.65,0.09,0.09,1.01,Support
Friis,Michael Jørgensen,,33 years,16356,0.263,15609,1.05,69.4,2.4,938,24254,0.67,0.11,0.64,0.09,0.08,1.01,
Polt,Vadim Tsyrov,Insilio,28 years,9828,0.493,9378,1.05,78.1,3.6,537,14234,0.69,0.14,0.66,0.08,0.09,1.07,Support
dazzLe,Will Loafman,,27 years,12753,0.42,12761,1.0,80.9,3.5,690,17971,0.71,0.16,0.71,0.1,0.09,1.08,Support
delboNi,Felipe Delboni,Flamengo,25 years,10610,0.446,10320,1.03,74.7,3.8,597,15527,0.68,0.13,0.66,0.1,0.11,1.04,AWPer
ayaya,YangYang Zheng,After,24 years,8333,0.40299999999999997,8231,1.01,78.0,2.7,462,11695,0.71,0.14,0.7,0.09,0.09,1.01,Support
apEX,Dan Madesclaire,Vitality,29 years,38627,0.515,38338,1.01,78.1,5.2,2088,54865,0.7,0.16,0.7,0.1,0.09,1.01,Support
GruBy,Dominik Swiderski,,27 years,32996,0.424,32427,1.02,77.8,3.4,1804,47970,0.69,0.15,0.68,0.1,0.1,1.01,Support
Svedjehed,Leo Svedjehed,,19 years,8573,0.442,8277,1.04,74.6,3.9,465,12647,0.68,0.13,0.65,0.08,0.1,1.04,AWPer
HUGHMUNGUS,Hugh Anderson,Hello Kitten,22 years,14473,0.506,14038,1.03,74.3,4.8,823,21329,0.68,0.13,0.66,0.1,0.11,1.05,AWPer
Stewie2K,Jake Yip,,25 years,27664,0.494,27288,1.01,77.6,5.1,1525,39802,0.7,0.14,0.69,0.1,0.08,1.01,Support
kalinka,Nikolaj Rysakov,,28 years,16112,0.528,15955,1.01,76.6,3.8,855,22891,0.7,0.12,0.7,0.09,0.09,1.01,AWPer
grux,Denis Gutaj,,23 years,9212,0.6709999999999999,8982,1.03,73.8,2.9,496,13236,0.7,0.11,0.68,0.1,0.11,1.04,AWPer
SIXER,Christophe Xia,GenOne,31 years,20161,0.386,18939,1.06,70.1,2.7,1153,30448,0.66,0.11,0.62,0.09,0.1,1.01,AWPer
to1nou,Antoine Pirard,FiveG,27 years,15196,0.305,14676,1.04,68.8,2.2,850,22377,0.68,0.1,0.66,0.09,0.1,1.01,AWPer
clax,Timur Sabirov,,20 years,8278,0.5479999999999999,8003,1.03,73.9,4.5,460,12263,0.68,0.11,0.65,0.08,0.1,1.04,AWPer
jR,Dmitriy Chervak,Run or Die,29 years,16101,0.34,15547,1.04,71.6,3.3,892,23804,0.68,0.11,0.65,0.08,0.07,1.01,AWPer
DickStacy,Ollie Tierney,,25 years,10559,0.489,10216,1.03,73.6,4.6,625,15744,0.67,0.15,0.65,0.11,0.09,1.08,Support
DESPE,Çağatay Sedef,,29 years,8068,0.298,7748,1.04,68.7,2.5,468,12127,0.67,0.11,0.64,0.08,0.08,1.01,
pesadelo,Matheus Panisset,TeamOne,23 years,13401,0.447,13353,1.0,77.5,6.4,736,19173,0.7,0.14,0.7,0.1,0.1,1.05,Support
kioShiMa,Fabien Fiey,,28 years,26259,0.513,24967,1.05,74.0,5.2,1495,39250,0.67,0.15,0.64,0.08,0.09,1.01,Support
capseN,Lukáš Koláčný,ECLOT,23 years,8300,0.276,7825,1.06,68.3,2.5,477,12701,0.65,0.1,0.62,0.08,0.08,1.03,
FugLy,Jacob Medina,,28 years,18921,0.434,18300,1.03,73.5,3.5,1083,28153,0.67,0.13,0.65,0.1,0.11,1.01,AWPer
emagine,Chris Rowlands,,31 years,12837,0.45899999999999996,12350,1.04,73.6,4.8,751,18931,0.68,0.14,0.65,0.1,0.09,1.01,Support
Nifty,Noah Francis,4ORMULA,25 years,15522,0.363,15200,1.02,70.3,3.2,875,22953,0.68,0.09,0.66,0.1,0.09,1.01,
HexT,Jadan Postma,Evil Geniuses,21 years,10380,0.496,10210,1.02,76.2,4.7,562,14914,0.7,0.14,0.68,0.12,0.12,1.08,Support
MINISE,Jacek Jeziak,,29 years,34615,0.397,34010,1.02,73.9,4.9,1871,49905,0.69,0.12,0.68,0.08,0.07,1.0,AWPer
reatz,Paweł Jańczak,,28 years,29166,0.516,28507,1.02,73.9,2.8,1579,42452,0.69,0.12,0.67,0.1,0.11,1.0,AWPer
J0LZ,David Jolin,Strife,22 years,9337,0.485,9249,1.01,78.5,4.7,504,13281,0.7,0.13,0.7,0.09,0.09,1.06,AWPer
waterfaLLZ,Nikita Matveyev,,27 years,16509,0.271,16171,1.02,72.5,3.2,906,24053,0.69,0.12,0.67,0.09,0.08,1.0,
pounh,Eimantas Lazickas,,25 years,7289,0.495,7198,1.01,75.9,2.1,401,10552,0.69,0.13,0.68,0.09,0.09,1.04,AWPer
Zero,Patrik Žúdel,SINNERS,24 years,21821,0.491,20891,1.04,72.0,2.5,1225,32604,0.67,0.12,0.64,0.09,0.11,1.0,AWPer
ap0c,Mike Aliferis,Encore,35 years,16981,0.51,16854,1.01,76.9,4.9,954,24425,0.7,0.14,0.69,0.1,0.09,1.0,Support
Edward,Ioann Sukhariev,,35 years,27139,0.511,26366,1.03,72.4,2.9,1495,39373,0.69,0.13,0.67,0.09,0.09,1.0,AWPer
zqkS,Caio Fonseca,Flamengo,30 years,14240,0.289,13496,1.06,69.5,3.9,833,21607,0.66,0.11,0.62,0.09,0.09,1.0,
arT,Andrei Piovezan,FURIA,26 years,19238,0.35,19249,1.0,77.9,3.8,1050,27291,0.7,0.14,0.71,0.1,0.07,1.09,Support
Relyks,Skyler Weaver,,28 years,14589,0.488,14428,1.01,73.9,5.6,832,21258,0.69,0.12,0.68,0.1,0.1,1.0,AWPer
glace,Nicolai Jensen,,29 years,10395,0.522,10029,1.04,74.4,4.1,589,15307,0.68,0.14,0.66,0.09,0.1,1.0,Support
Oderus,Chad Miller,,23 years,8738,0.34299999999999997,8790,0.99,72.3,1.8,473,12356,0.71,0.09,0.71,0.1,0.1,1.04,
1uke,Aleksey Zimin,,30 years,11017,0.264,10794,1.02,71.6,2.2,623,16179,0.68,0.09,0.67,0.08,0.07,1.0,
almazer,Almaz Asadullin,NASR,24 years,24049,0.518,23425,1.03,74.4,4.1,1334,35805,0.67,0.13,0.65,0.1,0.09,1.06,AWPer
xseveN,Sami Laasanen,HAVU,28 years,25191,0.46799999999999997,24719,1.02,78.5,6.1,1400,37228,0.68,0.16,0.66,0.09,0.09,1.0,Support
kenzor,Leonard Volodarchuk,LeeK,25 years,10913,0.55,10856,1.01,76.6,2.6,605,15796,0.69,0.13,0.69,0.1,0.11,1.05,AWPer
innocent,Paweł Mocek,Anonymo,29 years,34362,0.45899999999999996,33914,1.01,76.9,5.2,1881,49798,0.69,0.14,0.68,0.09,0.09,1.0,Support
hazed,James Cobb,,33 years,13273,0.498,13354,0.99,78.3,4.1,736,19138,0.69,0.15,0.7,0.09,0.08,1.0,Support
xiaosaGe,Peng Song,Steel Helmet,33 years,15686,0.47700000000000004,15651,1.0,80.0,5.2,847,22333,0.7,0.16,0.7,0.11,0.1,1.08,Support
magixx,Boris Vorobiev,Spirit,19 years,12337,0.569,11902,1.04,70.8,3.9,714,18940,0.65,0.11,0.63,0.1,0.1,1.05,AWPer
cbbk,Thotsaphon Suphatthanaphalaphon,,28 years,7029,0.512,6866,1.02,75.6,4.3,404,10342,0.68,0.15,0.66,0.1,0.1,1.06,Support
speed4k,Anton Titov,,26 years,14881,0.405,14354,1.04,69.7,2.9,840,22566,0.66,0.11,0.64,0.09,0.09,1.04,AWPer
ImpressioN,Anthony Lim,,27 years,12159,0.489,12028,1.01,76.8,4.2,684,17721,0.69,0.15,0.68,0.1,0.11,1.0,Support
KILLDREAM,Joao Ferreira,,30 years,7851,0.442,7867,1.0,81.9,3.4,429,11159,0.7,0.16,0.7,0.1,0.11,1.0,Support
RoLEX,Warittorn Kalanukarn,,22 years,8834,0.512,8801,1.0,78.6,3.2,492,12610,0.7,0.14,0.7,0.09,0.09,1.06,Support
zeff,Min-Seok Park,,34 years,8381,0.42,8327,1.01,77.8,4.9,482,12229,0.69,0.17,0.68,0.13,0.11,1.0,In-Game Leader
R0b3n,Roberts Čigauskis,Looking For Org,21 years,9481,0.49700000000000005,9273,1.02,74.4,3.0,530,13950,0.68,0.12,0.66,0.09,0.1,1.04,AWPer
deco,Marcos Amato,BESTIA,25 years,8345,0.495,8228,1.01,76.9,4.6,463,12313,0.68,0.15,0.67,0.11,0.11,1.07,Support
cromen,Jorgen Robertsen,,27 years,11785,0.528,11718,1.01,74.0,3.6,653,17335,0.68,0.13,0.68,0.11,0.11,1.0,AWPer
adreN,Eric Hoag,Liquid,32 years,12259,0.353,11879,1.03,76.5,5.7,697,18241,0.67,0.15,0.65,0.1,0.12,1.0,Support
Basso,Sebastian Aagaard,Atlantic,24 years,10412,0.53,10144,1.03,70.0,3.5,600,15732,0.66,0.1,0.64,0.09,0.1,1.0,AWPer
Tsogoo,Tsog Mashbat,Mazaalai,28 years,8991,0.529,8916,1.01,76.9,3.3,502,12846,0.7,0.14,0.69,0.1,0.1,1.0,Support
void,Cooper Farrell,,21 years,7854,0.4,7727,1.02,74.1,2.8,437,11368,0.69,0.13,0.68,0.1,0.11,1.03,AWPer
pyth,Jacob Mourujärvi,,29 years,13677,0.56,13682,1.0,70.3,4.1,756,19801,0.69,0.13,0.69,0.1,0.1,1.0,AWPer
MODDII,Andreas Fridh,,33 years,20585,0.524,20184,1.02,74.6,3.6,1170,30550,0.67,0.13,0.66,0.08,0.08,1.0,AWPer
cam,Cameron Kern,,24 years,9454,0.508,9285,1.02,75.3,5.4,544,13974,0.68,0.15,0.66,0.12,0.12,1.06,Support
dzt,Denis Fischer,TropiCaos,26 years,12786,0.466,12661,1.01,75.4,3.9,723,18717,0.68,0.13,0.68,0.1,0.09,1.0,AWPer
supra,Anton Tšernobai,Boston crab,21 years,10340,0.585,10261,1.01,72.7,5.3,579,15577,0.66,0.12,0.66,0.1,0.1,1.05,AWPer
Vegi,Arek Nawojski,Anonymo,22 years,17250,0.48100000000000004,17331,1.0,77.0,3.6,901,24777,0.7,0.13,0.7,0.1,0.1,1.05,AWPer
Noktse,Nicolás Dávila,BESTIA,30 years,15500,0.39,15205,1.02,74.0,4.7,881,23055,0.67,0.13,0.66,0.09,0.09,1.06,AWPer
fenvicious,Evgeny Mitsik,farfaraway,28 years,13559,0.528,13514,1.0,75.5,2.4,751,19647,0.69,0.12,0.69,0.09,0.09,1.0,AWPer
mds,Aleksandr Rubets,Websterz,24 years,21378,0.5329999999999999,20921,1.02,72.4,2.8,1191,31881,0.67,0.11,0.66,0.09,0.09,1.04,AWPer
vice,Daniel Kim,,27 years,8668,0.494,8540,1.01,75.9,3.1,493,12707,0.68,0.14,0.67,0.12,0.11,1.0,Support
ragga,Cosmin Teodorescu,Nexus,22 years,8955,0.433,8971,1.0,74.8,3.7,481,13058,0.69,0.12,0.69,0.1,0.1,1.04,AWPer
CYPHER,Cai Watson,Into the Breach,20 years,8076,0.518,8190,0.99,78.1,4.2,424,11553,0.7,0.14,0.71,0.11,0.1,1.08,Support
wiz,Jerric Jiang,Evil Geniuses,21 years,10507,0.282,10150,1.04,69.5,4.4,601,15940,0.66,0.1,0.64,0.09,0.09,1.03,
morelz,Piotr Taterka,Illuminar,28 years,22774,0.466,22840,1.0,77.6,3.3,1223,32601,0.7,0.13,0.7,0.09,0.09,1.0,AWPer
Bååten,Linus Andersson,,23 years,13380,0.5660000000000001,13360,1.0,74.1,3.7,743,19804,0.68,0.12,0.67,0.1,0.11,0.99,AWPer
STYKO,Martin Styk,Apeks,26 years,29465,0.5760000000000001,29055,1.01,74.2,5.0,1674,44263,0.67,0.13,0.66,0.09,0.08,0.99,AWPer
kyxsan,Damjan Stoilkovski,Apeks,22 years,8419,0.46299999999999997,8387,1.0,76.4,7.2,466,12440,0.68,0.14,0.67,0.1,0.09,1.06,Support
SZPERO,Grzegorz Dziamałek,Anonymo,31 years,38881,0.336,38159,1.02,72.0,3.4,2170,57527,0.68,0.12,0.66,0.08,0.07,0.99,AWPer
freddieb,Fredrik Buö,,28 years,20728,0.529,20548,1.01,77.0,4.2,1135,30119,0.69,0.14,0.68,0.09,0.09,0.99,Support
SEMPHIS,Kory Friesen,Nouns,33 years,15472,0.365,15505,1.0,73.6,3.1,848,21936,0.71,0.14,0.71,0.1,0.1,0.99,Support
dephh,Rory Jackson,,31 years,14252,0.47600000000000003,14484,0.98,80.6,4.9,768,20106,0.71,0.16,0.72,0.11,0.1,0.99,Support
siuhy,Kamil Szkaradek,GamerLegion,20 years,11328,0.53,11429,0.99,77.2,4.7,608,16359,0.69,0.13,0.7,0.1,0.08,1.05,AWPer
YDNA,Andrew Adams,rewound,24 years,7636,0.389,7533,1.01,71.0,2.9,435,11265,0.68,0.11,0.67,0.09,0.1,1.03,AWPer
gMd,Anthony Guimond,,22 years,8389,0.535,8436,0.99,75.4,3.5,464,12098,0.69,0.14,0.7,0.11,0.11,1.05,Support
ALEX,Alex McMeekin,,27 years,21407,0.473,21779,0.98,76.3,3.5,1162,30750,0.7,0.13,0.71,0.1,0.09,0.99,AWPer
robiin,Robin Sjögren,Into the Bin,28 years,28482,0.479,28531,1.0,80.1,8.6,1557,41473,0.69,0.17,0.69,0.11,0.1,0.99,In-Game Leader
markeloff,Yegor Markelov,,35 years,19839,0.41600000000000004,19354,1.03,74.4,5.0,1146,29704,0.67,0.15,0.65,0.08,0.09,0.99,Support
Puls3,Reece Marrs,Max&BigGarlicDips,29 years,7860,0.433,7786,1.01,74.7,3.8,436,11572,0.68,0.15,0.67,0.11,0.12,0.99,Support
JIaYm,Nikita Panyushkin,Forward,24 years,11001,0.526,11264,0.98,79.3,4.4,569,15438,0.71,0.14,0.73,0.1,0.1,1.05,Support
neptune,Jason Tran,,20 years,9091,0.5539999999999999,9114,1.0,74.8,3.1,498,13218,0.69,0.13,0.69,0.11,0.1,1.04,AWPer
xelos,Jerry Råberg,Lemondogs,30 years,7960,0.483,7968,1.0,76.7,5.8,438,11568,0.69,0.15,0.69,0.08,0.08,0.99,Support
rbz,Daniel Urbani,,29 years,11278,0.489,11140,1.01,73.3,4.3,647,16903,0.67,0.13,0.66,0.09,0.1,0.99,AWPer
BENDJI,Benjamin Söderena,Deportivo,27 years,16055,0.325,15918,1.01,75.4,5.3,878,23318,0.69,0.14,0.68,0.1,0.1,0.99,Support
leo_drk,Leonardo Oliveira,Case,23 years,11124,0.517,11197,0.99,76.0,4.4,630,16256,0.68,0.13,0.69,0.11,0.1,1.06,AWPer
uli,Samu Leirilaakso,,25 years,10920,0.488,10753,1.02,76.5,4.9,603,16107,0.68,0.13,0.67,0.09,0.1,0.99,AWPer
viz,Wesley Harris,EG White,21 years,7291,0.509,7190,1.01,72.7,4.4,420,10894,0.67,0.13,0.66,0.11,0.11,1.05,AWPer
Lack1,Viktor Boldyrev,Aurora,23 years,18194,0.456,18322,0.99,74.0,2.7,995,26686,0.68,0.13,0.69,0.1,0.09,1.04,AWPer
Cabbi,Casper Jensen,ECSTATIC,24 years,11736,0.555,12004,0.98,75.4,4.3,627,16821,0.7,0.12,0.71,0.11,0.12,1.04,AWPer
jaxi,Costin Vrînceanu,,28 years,8103,0.405,7920,1.02,73.7,2.9,472,12125,0.67,0.14,0.65,0.09,0.11,0.99,Support
truth,Erik Hansen Dyrnes,,26 years,9590,0.517,9594,1.0,75.5,3.5,518,13914,0.69,0.12,0.69,0.09,0.1,0.99,AWPer
MUTiRiS,Christopher Fernandes,SAW,30 years,24485,0.503,24332,1.01,77.7,5.9,1361,35697,0.69,0.15,0.68,0.1,0.1,0.99,Support
realz1n,Antonio Oliveira,RED Canids,27 years,11185,0.494,11035,1.01,73.0,5.7,643,17042,0.66,0.13,0.65,0.11,0.09,1.06,AWPer
BARBARR,André Möller,,32 years,15776,0.42700000000000005,15796,1.0,74.8,3.9,876,23180,0.68,0.13,0.68,0.09,0.09,0.99,AWPer
VINI,Vinicius Figueiredo,Imperial,23 years,18136,0.484,18141,1.0,73.5,4.2,1045,27336,0.66,0.13,0.66,0.1,0.09,1.04,AWPer
facecrack,Dmitriy Alekseyev,Invictus International,28 years,32605,0.483,33298,0.98,77.8,3.3,1750,46683,0.7,0.14,0.71,0.1,0.09,0.99,Support
mopoz,Alejandro Fernández-Quejo Cano,Movistar Riders,26 years,21805,0.516,22066,0.99,75.2,4.9,1217,32338,0.67,0.13,0.68,0.09,0.07,0.99,AWPer
jabbi,Jakob Nygaard,Heroic,19 years,15695,0.5920000000000001,15518,1.01,71.6,4.3,878,23498,0.67,0.11,0.66,0.1,0.1,1.03,AWPer
bodyy,Alexandre Pianaro,Falcons,26 years,26160,0.562,26274,1.0,76.7,4.8,1452,38654,0.68,0.15,0.68,0.11,0.09,0.99,Support
Liki,Benson Niuila,Encore,24 years,7008,0.43700000000000006,6844,1.02,73.9,5.9,421,10685,0.66,0.15,0.64,0.12,0.1,1.07,Support
chop,Connor Sullivan,Vendetta,21 years,9724,0.521,9695,1.0,72.8,5.1,547,14545,0.67,0.13,0.67,0.1,0.11,1.03,AWPer
freakazoid,Ryan Abadir,Mythic,30 years,16933,0.47200000000000003,17092,0.99,77.8,4.6,951,24469,0.69,0.15,0.7,0.11,0.1,0.99,Support
Jerry,Andrey Mekhryakov,forZe,24 years,31962,0.45399999999999996,31800,1.01,76.5,4.5,1746,47065,0.68,0.14,0.68,0.1,0.09,1.06,Support
roman,Ricardo Oliveira,SAW,30 years,22418,0.54,22400,1.0,74.1,3.7,1255,32934,0.68,0.13,0.68,0.1,0.1,0.99,AWPer
ANGE1,Kirill Karasiow,,33 years,31392,0.513,32077,0.98,80.1,5.0,1728,45027,0.7,0.17,0.71,0.1,0.07,0.99,In-Game Leader
kaboose,Jake McDonald,,22 years,10006,0.5489999999999999,10311,0.97,76.1,2.4,549,14235,0.7,0.12,0.72,0.11,0.11,0.99,AWPer
Djoko,Thomas Pavoni,HEET,25 years,11124,0.62,11290,0.99,74.2,5.7,618,16480,0.68,0.13,0.69,0.1,0.1,1.04,AWPer
Dimaoneshot,Dmitriy Bandurka,,28 years,23864,0.525,24414,0.98,77.3,4.0,1315,34605,0.69,0.14,0.71,0.11,0.1,0.99,Support
Drone,Taylor Johnson,,25 years,8164,0.618,8332,0.98,75.2,3.9,454,11841,0.69,0.13,0.7,0.12,0.11,0.99,AWPer
ALLE,Alexandre Santos,Paquetá,25 years,9416,0.496,9355,1.01,76.1,5.4,531,14067,0.67,0.14,0.67,0.1,0.1,1.06,Support
vanity,Anthony Malaspina,,24 years,10461,0.418,10381,1.01,74.0,4.6,609,15688,0.67,0.13,0.66,0.1,0.09,1.06,AWPer
AZR,Aaron Ward,,30 years,19959,0.516,20095,0.99,74.6,3.9,1115,29102,0.69,0.14,0.69,0.11,0.11,0.99,Support
fitch,Bektiyar Bahytov,Golden Knights,30 years,10410,0.526,10620,0.98,77.9,4.9,574,15207,0.68,0.15,0.7,0.09,0.08,0.99,Support
k1to,Nils Gruhne,BIG,24 years,24727,0.58,25193,0.98,74.7,4.6,1364,36301,0.68,0.12,0.69,0.1,0.09,1.04,AWPer
gade,Nicklas Gade,,28 years,16756,0.536,16884,0.99,72.5,3.6,964,25326,0.66,0.12,0.67,0.1,0.1,0.99,AWPer
nitr0,Nick Cannella,Liquid,27 years,25945,0.445,25763,1.01,70.7,4.9,1495,39115,0.66,0.14,0.66,0.11,0.09,0.99,Support
